Queue;StartInterval;EndInterval;Contacts abandoned in 20 seconds;Contacts abandoned in 30 seconds;Contacts abandoned in 45 seconds;Contacts abandoned in 60 seconds;Contacts abandoned in 90 seconds;Contacts abandoned in 180 seconds;Contacts answered in 20 seconds;Contacts answered in 30 seconds;Contacts answered in 45 seconds;Contacts answered in 60 seconds;Contacts answered in 90 seconds;Contacts answered in 180 seconds;Service level 60 seconds;Service level 120 seconds;Agent interaction time;API contacts;API contacts handled;Average agent interaction time;Average customer hold time;Average handle time;Average queue abandon time;Average queue answer time;Callback contacts;Callback contacts handled;Contacts abandoned;Contacts handled incoming;Contacts handled outbound;Contacts put on hold;Contacts queued;Contacts abandoned 40 seconds;Contacts answered 40 seconds
Benelux_Dutch_Queue;2026-02-02T11:00:00.000+01:00;2026-02-02T11:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;2;;;2;;528;;2;;;;1;;;1;;1
Benelux_Dutch_Queue;2026-02-03T09:30:00.000+01:00;2026-02-03T10:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;3;;;3;;17;;2;;;;1;;;1;;1
Benelux_ENG_Queue;2026-02-02T11:00:00.000+01:00;2026-02-02T11:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;3;;;3;;4;;1;;;;1;;;1;;1
Benelux_ENG_Queue;2026-02-03T09:30:00.000+01:00;2026-02-03T10:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1;;;1;;2;;2;;;;1;;;1;;1
Benelux_French_Queue;2026-02-02T11:00:00.000+01:00;2026-02-02T11:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;3;;;3;;4;;1;;;;1;;;1;;1
Benelux_French_Queue;2026-02-03T09:30:00.000+01:00;2026-02-03T10:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;2;;;2;;3;;1;;;;1;;;1;;1
EL Store ARB;2026-02-02T11:00:00.000+01:00;2026-02-02T11:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1556;;;1556;;1557;;2;;;;1;;;1;;1
EL Store DE;2026-02-01T16:30:00.000+01:00;2026-02-01T17:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;165;;;165;;166;;2;;;;1;;;1;;1
EL Store DE;2026-02-02T09:00:00.000+01:00;2026-02-02T09:30:00.000+01:00;;;;;;;;;;;;;;;2;;;2;;3;;;;;;;1;;;;
EL Store DE;2026-02-02T09:30:00.000+01:00;2026-02-02T10:00:00.000+01:00;;;;;;;;;;;;;;;99;;;99;;100;;;;;;;1;;;;
EL Store DE;2026-02-02T10:00:00.000+01:00;2026-02-02T10:30:00.000+01:00;;;;;;;;;;;;;;;1182;;;147;;148;;;;;;;8;;;;
EL Store DE;2026-02-02T10:30:00.000+01:00;2026-02-02T11:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;363;;;181;;182;;1;;;;1;1;;1;;1
EL Store DE;2026-02-02T11:00:00.000+01:00;2026-02-02T11:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;264;;;264;;265;;1;;;;1;;;1;;1
EL Store DE;2026-02-02T11:30:00.000+01:00;2026-02-02T12:00:00.000+01:00;;;;;;;;;;;;;;;347;;;173;;174;;;;;;;2;;;;
EL Store DE;2026-02-02T12:00:00.000+01:00;2026-02-02T12:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1588;;;317;;318;;1;;;;1;4;;1;;1
EL Store DE;2026-02-02T12:30:00.000+01:00;2026-02-02T13:00:00.000+01:00;;;;;;;;;;;;;;;657;;;328;;329;;;;;;;2;;;;
EL Store DE;2026-02-02T13:00:00.000+01:00;2026-02-02T13:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;253;;;126;;127;;1;;;;1;1;;1;;1
EL Store DE;2026-02-02T13:30:00.000+01:00;2026-02-02T14:00:00.000+01:00;;;;;;;;;;;;;;;26;;;6;;7;;;;;;;4;;;;
EL Store DE;2026-02-02T14:00:00.000+01:00;2026-02-02T14:30:00.000+01:00;;;;;;;;;;;;;;;1558;;;1558;;1559;;;;;;;1;;;;
EL Store DE;2026-02-02T14:30:00.000+01:00;2026-02-02T15:00:00.000+01:00;;;;;;;;;;;;;;;321;;;40;;41;;;;;;;8;;;;
EL Store DE;2026-02-02T15:00:00.000+01:00;2026-02-02T15:30:00.000+01:00;;;;;;;;;;;;;;;103;;;51;;52;;;;;;;2;;;;
EL Store DE;2026-02-02T15:30:00.000+01:00;2026-02-02T16:00:00.000+01:00;;;;;;;;;;;;;;;65;;;65;;66;;;;;;;1;;;;
EL Store DE;2026-02-02T16:00:00.000+01:00;2026-02-02T16:30:00.000+01:00;;;;;;;;;;;;;;;125;;;62;;63;;;;;;;2;;;;
EL Store DE;2026-02-02T16:30:00.000+01:00;2026-02-02T17:00:00.000+01:00;;;;;;;;;;;;;;;10;;;5;;6;;;;;;;2;;;;
EL Store DE;2026-02-02T17:00:00.000+01:00;2026-02-02T17:30:00.000+01:00;;;;;;;;;;;;;;;271;;;135;;136;;;;;;;2;;;;
EL Store DE;2026-02-02T17:30:00.000+01:00;2026-02-02T18:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;314;;;157;;158;;2;;;;1;1;;1;;1
EL Store DE;2026-02-02T18:00:00.000+01:00;2026-02-02T18:30:00.000+01:00;;;;;;;;;;;;;;;544;;;272;;273;;;;;;;2;;;;
EL Store DE;2026-02-02T19:00:00.000+01:00;2026-02-02T19:30:00.000+01:00;;;;;;;;;;;;;;;59;;;59;;60;;;;;;;1;;;;
EL Store DE;2026-02-03T09:00:00.000+01:00;2026-02-03T09:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;653;;;326;;327;;2;;;;1;1;;1;;1
EL Store DE;2026-02-03T09:30:00.000+01:00;2026-02-03T10:00:00.000+01:00;;;;;;;;;;;;;;;2;;;2;;3;;;;;;;1;;;;
EL Store DE;2026-02-03T10:00:00.000+01:00;2026-02-03T10:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;195;;;27;;28;;2;;;;2;5;;2;;2
EL Store DE;2026-02-03T10:30:00.000+01:00;2026-02-03T11:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;622;;;622;;623;;1;;;;1;;;1;;1
EL Store DE;2026-02-03T11:00:00.000+01:00;2026-02-03T11:30:00.000+01:00;;;;;;;;;;;;;;;56;;;56;;57;;;;;;;1;;;;
EL Store DE;2026-02-03T11:30:00.000+01:00;2026-02-03T12:00:00.000+01:00;;;;;;;;;;;;;;;8;;;4;;5;;;;;;;2;;;;
EL Store DE;2026-02-03T12:00:00.000+01:00;2026-02-03T12:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1030;;;343;;344;;2;;;;1;2;;1;;1
EL Store DE;2026-02-03T13:00:00.000+01:00;2026-02-03T13:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;176;;;176;;177;;2;;;;1;;;1;;1
EL Store DE;2026-02-03T13:30:00.000+01:00;2026-02-03T14:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;321;;;321;;322;;2;;;;1;;;1;;1
EL Store DE;2026-02-03T14:00:00.000+01:00;2026-02-03T14:30:00.000+01:00;;;;;;;1;1;1;1;1;2;50.00%;100.00%;1460;;;243;;244;;49;;;;2;4;;2;;1
EL Store DE;2026-02-03T14:30:00.000+01:00;2026-02-03T15:00:00.000+01:00;;;;;;;;;;;;;;;134;;;134;;135;;;;;;;1;;;;
EL Store DE;2026-02-03T15:00:00.000+01:00;2026-02-03T15:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;527;;;131;89;155;;2;;;;2;2;1;2;;2
EL Store DE;2026-02-03T15:30:00.000+01:00;2026-02-03T16:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1525;;;381;;382;;2;;;;2;2;;2;;2
EL Store DE;2026-02-03T16:00:00.000+01:00;2026-02-03T16:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;434;;;144;111;182;;2;;;;1;2;1;1;;1
EL Store DE;2026-02-03T16:30:00.000+01:00;2026-02-03T17:00:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;771;;;110;;111;;2;;;;3;4;;3;;3
EL Store DE;2026-02-03T17:00:00.000+01:00;2026-02-03T17:30:00.000+01:00;;;;;;;;;;;;;;;10;;;10;;11;;;;;;;1;;;;
EL Store DE;2026-02-03T17:30:00.000+01:00;2026-02-03T18:00:00.000+01:00;;;;;;;;;;;;;;;107;;;53;;54;;;;;;;2;;;;
EL Store DE;2026-02-03T18:00:00.000+01:00;2026-02-03T18:30:00.000+01:00;;;;;;;;;;;;;;;78;;;39;;40;;;;;;;2;;;;
EL Store DE;2026-02-03T18:30:00.000+01:00;2026-02-03T19:00:00.000+01:00;;;;;;;;;;;;;;;661;;;661;;662;;;;;;;1;;;;
EL Store DE;2026-02-03T19:00:00.000+01:00;2026-02-03T19:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;345;;;172;113;230;;2;;;;1;1;1;1;;1
EL Store DE;2026-02-03T19:30:00.000+01:00;2026-02-03T20:00:00.000+01:00;;;;;;;;;;;;;;;93;;;93;;94;;;;;;;1;;;;
EL Store EN;2026-02-01T07:00:00.000+01:00;2026-02-01T07:30:00.000+01:00;;;;;;;;;;;;;;;13;;;13;;14;;;;;;;1;;;;
EL Store EN;2026-02-01T07:30:00.000+01:00;2026-02-01T08:00:00.000+01:00;;;;;;;;;;;;;;;14;;;14;;15;;;;;;;1;;;;
EL Store EN;2026-02-01T08:00:00.000+01:00;2026-02-01T08:30:00.000+01:00;;;;;;;;;;;;;;;22;;;11;;12;;;;;;;2;;;;
EL Store EN;2026-02-01T09:00:00.000+01:00;2026-02-01T09:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1563;;;1563;;1564;;3;;;;1;;;1;;1
EL Store EN;2026-02-01T09:30:00.000+01:00;2026-02-01T10:00:00.000+01:00;;;;;;;;;;;;;;;2346;;;586;;587;;;;;;;4;;;;
EL Store EN;2026-02-01T10:00:00.000+01:00;2026-02-01T10:30:00.000+01:00;;;;;;;;;;;;;;;2005;;;1002;;1003;;;;;;;2;;;;
EL Store EN;2026-02-01T10:30:00.000+01:00;2026-02-01T11:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;557;;;139;123;171;;3;;;;1;3;1;1;;1
EL Store EN;2026-02-01T11:00:00.000+01:00;2026-02-01T11:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;782;;;195;248;258;;2;;;;2;2;1;2;;2
EL Store EN;2026-02-01T11:30:00.000+01:00;2026-02-01T12:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;2293;;;573;;574;;2;;;;1;3;;1;;1
EL Store EN;2026-02-01T12:00:00.000+01:00;2026-02-01T12:30:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;3004;;;300;112;323;;2;;;;3;7;2;3;;3
EL Store EN;2026-02-01T12:30:00.000+01:00;2026-02-01T13:00:00.000+01:00;;;;;;;4;4;4;4;4;4;100.00%;100.00%;2084;;;231;129;261;;3;;;;4;5;2;4;;4
EL Store EN;2026-02-01T13:00:00.000+01:00;2026-02-01T13:30:00.000+01:00;;;;;;;5;5;5;5;5;5;100.00%;100.00%;3610;;;451;139;522;;2;;;;5;3;4;5;;5
EL Store EN;2026-02-01T14:00:00.000+01:00;2026-02-01T14:30:00.000+01:00;;;;;;;2;3;3;3;3;3;100.00%;100.00%;1337;;;222;131;267;;9;;;;3;3;2;3;;3
EL Store EN;2026-02-01T14:30:00.000+01:00;2026-02-01T15:00:00.000+01:00;;;;;;;;;;;;;;;70;;;17;;18;;;;;;;4;;;;
EL Store EN;2026-02-01T15:00:00.000+01:00;2026-02-01T15:30:00.000+01:00;;;;;;;;;;;;;;;124;;;62;;63;;;;;;;2;;;;
EL Store EN;2026-02-01T15:30:00.000+01:00;2026-02-01T16:00:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;1320;;;440;91;532;;2;;;;3;;3;3;;3
EL Store EN;2026-02-01T16:00:00.000+01:00;2026-02-01T16:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;395;;;395;;396;;2;;;;1;;;1;;1
EL Store EN;2026-02-01T16:30:00.000+01:00;2026-02-01T17:00:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;1661;;;415;;416;;2;;;;3;1;;3;;3
EL Store EN;2026-02-01T17:00:00.000+01:00;2026-02-01T17:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;322;;;322;;323;;4;;;;1;;;1;;1
EL Store EN;2026-02-01T17:30:00.000+01:00;2026-02-01T18:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;934;;;467;456;696;;3;;;;2;;1;2;;2
EL Store EN;2026-02-01T18:00:00.000+01:00;2026-02-01T18:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;538;;;538;;539;;2;;;;1;;;1;;1
EL Store EN;2026-02-01T19:00:00.000+01:00;2026-02-01T19:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;156;;;78;;79;;3;;;;1;1;;1;;1
EL Store EN;2026-02-01T19:30:00.000+01:00;2026-02-01T20:00:00.000+01:00;;;;;;;;;;;;;;;54;;;18;;19;;;;;;;3;;;;
EL Store EN;2026-02-02T07:00:00.000+01:00;2026-02-02T07:30:00.000+01:00;;;;;;;;;;;;;;;1293;;;646;;647;;;;;;;2;;;;
EL Store EN;2026-02-02T08:00:00.000+01:00;2026-02-02T08:30:00.000+01:00;;;;;;;;;;;;;;;119;;;119;;120;;;;;;;1;;;;
EL Store EN;2026-02-02T08:30:00.000+01:00;2026-02-02T09:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1169;;;233;;234;;2;;;;2;3;;2;;2
EL Store EN;2026-02-02T09:00:00.000+01:00;2026-02-02T09:30:00.000+01:00;;;;;;;;;;;;;;;191;;;191;;192;;;;;;;1;;;;
EL Store EN;2026-02-02T09:30:00.000+01:00;2026-02-02T10:00:00.000+01:00;;;;;;;;;;;;;;;743;;;371;;372;;;;;;;2;;;;
EL Store EN;2026-02-02T10:00:00.000+01:00;2026-02-02T10:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1451;;;290;122;364;;2;;;;2;3;3;2;;2
EL Store EN;2026-02-02T10:30:00.000+01:00;2026-02-02T11:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1085;;;180;;181;;2;;;;1;5;;1;;1
EL Store EN;2026-02-02T11:00:00.000+01:00;2026-02-02T11:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1170;;;292;218;348;;1;;;;1;3;1;1;;1
EL Store EN;2026-02-02T11:30:00.000+01:00;2026-02-02T12:00:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;3372;;;240;140;262;;2;;;;3;11;2;3;;3
EL Store EN;2026-02-02T12:00:00.000+01:00;2026-02-02T12:30:00.000+01:00;;;;;;;5;5;5;5;5;5;100.00%;100.00%;2525;;;280;108;317;;2;;;;5;4;3;5;;5
EL Store EN;2026-02-02T12:30:00.000+01:00;2026-02-02T13:00:00.000+01:00;;;;;;;4;4;4;4;4;4;100.00%;100.00%;1657;;;184;304;252;;2;;;;4;5;2;4;;4
EL Store EN;2026-02-02T13:00:00.000+01:00;2026-02-02T13:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;3024;;;504;;505;;2;;;;1;5;;1;;1
EL Store EN;2026-02-02T13:30:00.000+01:00;2026-02-02T14:00:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;1792;;;298;31;304;;2;;;;3;3;1;3;;3
EL Store EN;2026-02-02T14:00:00.000+01:00;2026-02-02T14:30:00.000+01:00;;;;;;;4;4;4;4;4;4;100.00%;100.00%;3402;;;567;137;636;;2;;;;4;2;3;4;;4
EL Store EN;2026-02-02T14:30:00.000+01:00;2026-02-02T15:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;2448;;;306;;307;;2;;;;1;7;;1;;1
EL Store EN;2026-02-02T15:00:00.000+01:00;2026-02-02T15:30:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;3721;;;338;188;373;;2;;;;3;8;2;3;;3
EL Store EN;2026-02-02T15:30:00.000+01:00;2026-02-02T16:00:00.000+01:00;1;1;1;1;1;1;4;4;4;4;4;4;100.00%;100.00%;2850;;;178;94;191;7;2;;;1;4;12;2;5;1;4
EL Store EN;2026-02-02T16:00:00.000+01:00;2026-02-02T16:30:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;1484;;;247;546;339;;2;;;;3;3;1;3;;3
EL Store EN;2026-02-02T16:30:00.000+01:00;2026-02-02T17:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;2280;;;325;;326;;2;;;;1;6;;1;;1
EL Store EN;2026-02-02T17:00:00.000+01:00;2026-02-02T17:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1458;;;208;248;280;;2;;;;2;5;2;2;;2
EL Store EN;2026-02-02T17:30:00.000+01:00;2026-02-02T18:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1896;;;210;145;260;;1;;;;2;7;3;2;;2
EL Store EN;2026-02-02T18:00:00.000+01:00;2026-02-02T18:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;514;;;171;;172;;2;;;;1;2;;1;;1
EL Store EN;2026-02-02T18:30:00.000+01:00;2026-02-02T19:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1083;;;361;;362;;1;;;;1;2;;1;;1
EL Store EN;2026-02-02T19:00:00.000+01:00;2026-02-02T19:30:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;111;;;37;;38;;2;;;;3;;;3;;3
EL Store EN;2026-02-02T19:30:00.000+01:00;2026-02-02T20:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;625;;;208;125;251;;2;;;;1;2;1;1;;1
EL Store EN;2026-02-02T20:00:00.000+01:00;2026-02-02T20:30:00.000+01:00;;;;;;;;;;;;;;;51;;;51;;52;;;;;;;1;;;;
EL Store EN;2026-02-02T20:30:00.000+01:00;2026-02-02T21:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;435;;;435;151;587;;2;;;;1;;1;1;;1
EL Store EN;2026-02-02T21:00:00.000+01:00;2026-02-02T21:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;234;;;234;148;384;;2;;;;1;;1;1;;1
EL Store EN;2026-02-02T22:00:00.000+01:00;2026-02-02T22:30:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;391;;;97;;98;;2;;;;3;1;;3;;3
EL Store EN;2026-02-03T07:00:00.000+01:00;2026-02-03T07:30:00.000+01:00;;;;;;;;;;;;;;;672;;;224;;225;;;;;;;3;;;;
EL Store EN;2026-02-03T07:30:00.000+01:00;2026-02-03T08:00:00.000+01:00;;;;;;;;;;;;;;;1316;;;329;;330;;;;;;;4;;;;
EL Store EN;2026-02-03T08:00:00.000+01:00;2026-02-03T08:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;498;;;83;;84;;2;;;;1;5;;1;;1
EL Store EN;2026-02-03T08:30:00.000+01:00;2026-02-03T09:00:00.000+01:00;;;;;;;;;;;;;;;573;;;573;;574;;;;;;;1;;;;
EL Store EN;2026-02-03T09:00:00.000+01:00;2026-02-03T09:30:00.000+01:00;;;;;;;;;;;;;;;138;;;34;;35;;;;;;;4;;;;
EL Store EN;2026-02-03T09:30:00.000+01:00;2026-02-03T10:00:00.000+01:00;;;;;;;;;;;;;;;55;;;18;;19;;;;;;;3;;;;
EL Store EN;2026-02-03T10:00:00.000+01:00;2026-02-03T10:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;490;;;122;;123;;2;;;;1;3;;1;;1
EL Store EN;2026-02-03T10:30:00.000+01:00;2026-02-03T11:00:00.000+01:00;;;;;;;6;6;6;6;6;6;100.00%;100.00%;3443;;;430;152;488;;2;;;;6;2;3;6;;6
EL Store EN;2026-02-03T11:00:00.000+01:00;2026-02-03T11:30:00.000+01:00;;;;;;;5;5;5;5;5;5;100.00%;100.00%;3370;;;561;151;613;;2;;;;5;1;2;5;;5
EL Store EN;2026-02-03T11:30:00.000+01:00;2026-02-03T12:00:00.000+01:00;;;;;;;5;5;5;5;5;5;100.00%;100.00%;2806;;;400;216;494;;2;;;;5;2;3;5;;5
EL Store EN;2026-02-03T12:00:00.000+01:00;2026-02-03T12:30:00.000+01:00;;;;;;;;;;;;;;;1081;;;108;;109;;;;;;;10;;;;
EL Store EN;2026-02-03T12:30:00.000+01:00;2026-02-03T13:00:00.000+01:00;;;;;;;8;8;8;8;8;8;100.00%;100.00%;3547;;;354;168;423;;2;;;;8;2;4;8;;8
EL Store EN;2026-02-03T13:00:00.000+01:00;2026-02-03T13:30:00.000+01:00;;;;;;;4;4;4;4;5;5;66.67%;83.33%;3092;;;343;197;432;;55;;;;6;3;4;6;;4
EL Store EN;2026-02-03T13:30:00.000+01:00;2026-02-03T14:00:00.000+01:00;;;;;;;4;5;5;5;5;5;100.00%;100.00%;3043;;;608;247;659;;9;;;;5;;1;5;;5
EL Store EN;2026-02-03T14:00:00.000+01:00;2026-02-03T14:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1126;;;225;103;247;;2;;;;2;3;1;2;;2
EL Store EN;2026-02-03T14:30:00.000+01:00;2026-02-03T15:00:00.000+01:00;;;;;;;4;4;4;4;4;4;100.00%;100.00%;2555;;;319;174;364;;2;;;;4;4;2;4;;4
EL Store EN;2026-02-03T15:00:00.000+01:00;2026-02-03T15:30:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;1638;;;204;160;246;;2;;;;3;5;2;3;;3
EL Store EN;2026-02-03T15:30:00.000+01:00;2026-02-03T16:00:00.000+01:00;;;;;;;4;4;4;4;4;4;100.00%;100.00%;2810;;;200;58;210;;3;;;;4;10;2;4;;4
EL Store EN;2026-02-03T16:00:00.000+01:00;2026-02-03T16:30:00.000+01:00;;;;;;;;;;;;;;;589;;;196;;197;;;;;;;3;;;;
EL Store EN;2026-02-03T16:30:00.000+01:00;2026-02-03T17:00:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;1429;;;476;140;570;;2;;;;3;;2;3;;3
EL Store EN;2026-02-03T17:00:00.000+01:00;2026-02-03T17:30:00.000+01:00;;;;;;;;;;;;;;;700;;;140;;141;;;;;;;5;;;;
EL Store EN;2026-02-03T17:30:00.000+01:00;2026-02-03T18:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1178;;;196;92;212;;2;;;;2;4;1;2;;2
EL Store EN;2026-02-03T18:30:00.000+01:00;2026-02-03T19:00:00.000+01:00;;;;;;;;;;;;;;;548;;;548;;549;;;;;;;1;;;;
EL Store ES;2026-02-01T10:00:00.000+01:00;2026-02-01T10:30:00.000+01:00;;;;;;;;;;;;;;;190;;;21;;22;;;;;;;9;;;;
EL Store ES;2026-02-01T10:30:00.000+01:00;2026-02-01T11:00:00.000+01:00;;;;;;;;;;;;;;;72;;;14;;15;;;;;;;5;;;;
EL Store ES;2026-02-01T11:00:00.000+01:00;2026-02-01T11:30:00.000+01:00;;;;;;;;;;;;;;;143;;;28;;29;;;;;;;5;;;;
EL Store ES;2026-02-01T11:30:00.000+01:00;2026-02-01T12:00:00.000+01:00;;;;;;;;;;;;;;;248;;;41;;42;;;;;;;6;;;;
EL Store ES;2026-02-01T12:00:00.000+01:00;2026-02-01T12:30:00.000+01:00;;;;;;;;;;;;;;;9;;;3;;4;;;;;;;3;;;;
EL Store ES;2026-02-01T12:30:00.000+01:00;2026-02-01T13:00:00.000+01:00;;;;;;;;;;;;;;;194;;;32;;33;;;;;;;6;;;;
EL Store ES;2026-02-01T13:00:00.000+01:00;2026-02-01T13:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1530;;;510;;511;;4;;;;1;2;;1;;1
EL Store ES;2026-02-01T13:30:00.000+01:00;2026-02-01T14:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;639;;;319;277;459;;2;;;;1;1;1;1;;1
EL Store ES;2026-02-01T14:30:00.000+01:00;2026-02-01T15:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;801;;;400;;401;;2;;;;2;;;2;;2
EL Store ES;2026-02-01T15:00:00.000+01:00;2026-02-01T15:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;233;;;233;;234;;2;;;;1;;;1;;1
EL Store ES;2026-02-01T16:00:00.000+01:00;2026-02-01T16:30:00.000+01:00;;;;;;;;;;;;;;;16;;;16;;17;;;;;;;1;;;;
EL Store ES;2026-02-01T16:30:00.000+01:00;2026-02-01T17:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;2396;;;239;;240;;3;;;;2;8;;2;;2
EL Store ES;2026-02-01T17:30:00.000+01:00;2026-02-01T18:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;444;;;148;36;161;;2;;;;1;2;1;1;;1
EL Store ES;2026-02-01T18:00:00.000+01:00;2026-02-01T18:30:00.000+01:00;;;;;;;;;;;;;;;1221;;;407;;408;;;;;;;3;;;;
EL Store ES;2026-02-01T18:30:00.000+01:00;2026-02-01T19:00:00.000+01:00;;;;;;;;;;;;;;;14;;;7;;8;;;;;;;2;;;;
EL Store ES;2026-02-01T19:00:00.000+01:00;2026-02-01T19:30:00.000+01:00;;;;;;;;;;;;;;;264;;;52;;53;;;;;;;5;;;;
EL Store ES;2026-02-01T19:30:00.000+01:00;2026-02-01T20:00:00.000+01:00;;;;;;;;;;;;;;;17;;;5;;6;;;;;;;3;;;;
EL Store ES;2026-02-01T20:00:00.000+01:00;2026-02-01T20:30:00.000+01:00;;;;;;;1;2;2;2;2;2;100.00%;100.00%;158;;;79;;80;;14;;;;2;;;2;;2
EL Store ES;2026-02-02T08:00:00.000+01:00;2026-02-02T08:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;274;;;68;;69;;3;;;;1;3;;1;;1
EL Store ES;2026-02-02T09:30:00.000+01:00;2026-02-02T10:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;341;;;341;;342;;2;;;;1;;;1;;1
EL Store ES;2026-02-02T10:00:00.000+01:00;2026-02-02T10:30:00.000+01:00;;;;;;;5;5;5;5;5;5;83.33%;83.33%;3826;;;478;268;546;;33;;;;6;2;2;6;;5
EL Store ES;2026-02-02T10:30:00.000+01:00;2026-02-02T11:00:00.000+01:00;;;;;;;6;6;6;6;6;6;100.00%;100.00%;2910;;;363;154;422;;2;;;;6;2;3;6;;6
EL Store ES;2026-02-02T11:00:00.000+01:00;2026-02-02T11:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1814;;;453;165;495;;3;;;;2;2;1;2;;2
