Queue;StartInterval;EndInterval;Contacts abandoned in 20 seconds;Contacts abandoned in 30 seconds;Contacts abandoned in 45 seconds;Contacts abandoned in 60 seconds;Contacts abandoned in 90 seconds;Contacts abandoned in 180 seconds;Contacts answered in 20 seconds;Contacts answered in 30 seconds;Contacts answered in 45 seconds;Contacts answered in 60 seconds;Contacts answered in 90 seconds;Contacts answered in 180 seconds;Service level 60 seconds;Service level 120 seconds;Agent interaction time;API contacts;API contacts handled;Average agent interaction time;Average customer hold time;Average handle time;Average queue abandon time;Average queue answer time;Callback contacts;Callback contacts handled;Contacts abandoned;Contacts handled incoming;Contacts handled outbound;Contacts put on hold;Contacts queued;Contacts abandoned 40 seconds;Contacts answered 40 seconds
Nissan SP SHFL New;2026-02-23T08:00:00.000+01:00;2026-02-23T08:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;76;;;76;;77;;2;;;;1;;;1;;1
Nissan SP SHFL New;2026-02-24T07:30:00.000+01:00;2026-02-24T08:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;91;;;45;;46;;2;;;;2;;;2;;2
RN_CH_AT_FR;2026-02-23T10:00:00.000+01:00;2026-02-23T10:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1;;;1;;2;;6;;;;1;;;1;;1
RN_CH_AT_FR;2026-02-24T16:00:00.000+01:00;2026-02-24T16:30:00.000+01:00;1;1;1;1;1;1;;;;;;;100.00%;100.00%;;;;;;;12;;;;1;;;;1;1;
RN_CH_AT_GER;2026-02-23T10:00:00.000+01:00;2026-02-23T10:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;2;;;2;;3;;2;;;;1;;;1;;1
RN_GSD_Eng_Queue;2026-02-23T08:00:00.000+01:00;2026-02-23T08:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;329;;;329;;330;;1;;;;1;;;1;;1
RN_GSD_Eng_Queue;2026-02-23T09:00:00.000+01:00;2026-02-23T09:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;397;;;132;;133;;2;;;;1;2;;1;;1
RN_GSD_Eng_Queue;2026-02-23T10:00:00.000+01:00;2026-02-23T10:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;107;;;10;;11;;2;;;;1;9;;1;;1
RN_GSD_Eng_Queue;2026-02-23T10:30:00.000+01:00;2026-02-23T11:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;8;;;8;914;923;;1;;;;1;;1;1;;1
RN_GSD_Eng_Queue;2026-02-23T11:00:00.000+01:00;2026-02-23T11:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;12;;;12;;13;;1;;;;1;;;1;;1
RN_GSD_Eng_Queue;2026-02-23T13:00:00.000+01:00;2026-02-23T13:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;126;;;126;;127;;2;;;;1;;;1;;1
RN_GSD_Eng_Queue;2026-02-23T14:00:00.000+01:00;2026-02-23T14:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;25;;;25;;26;;2;;;;1;;;1;;1
RN_GSD_Eng_Queue;2026-02-23T15:30:00.000+01:00;2026-02-23T16:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;223;;;111;;112;;1;;;;2;;;2;;2
RN_GSD_Eng_Queue;2026-02-23T17:00:00.000+01:00;2026-02-23T17:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;234;;;234;;235;;1;;;;1;;;1;;1
RN_GSD_Eng_Queue;2026-02-24T08:30:00.000+01:00;2026-02-24T09:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;285;;;285;;286;;3;;;;1;;;1;;1
RN_GSD_Eng_Queue;2026-02-24T09:00:00.000+01:00;2026-02-24T09:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;355;;;177;;178;;2;;;;2;;;2;;2
RN_GSD_Eng_Queue;2026-02-24T10:00:00.000+01:00;2026-02-24T10:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;239;;;239;;240;;2;;;;1;;;1;;1
RN_GSD_Eng_Queue;2026-02-24T10:30:00.000+01:00;2026-02-24T11:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;102;;;102;;103;;2;;;;1;;;1;;1
RN_GSD_Eng_Queue;2026-02-24T11:00:00.000+01:00;2026-02-24T11:30:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;304;;;101;;102;;2;;;;3;;;3;;3
RN_GSD_Eng_Queue;2026-02-24T11:30:00.000+01:00;2026-02-24T12:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;171;;;171;;172;;1;;;;1;;;1;;1
RN_GSD_Eng_Queue;2026-02-24T12:00:00.000+01:00;2026-02-24T12:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;252;;;126;;127;;1;;;;2;;;2;;2
RN_GSD_Eng_Queue;2026-02-24T13:00:00.000+01:00;2026-02-24T13:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;331;;;331;;332;;1;;;;1;;;1;;1
RN_GSD_Eng_Queue;2026-02-24T14:00:00.000+01:00;2026-02-24T14:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;135;;;135;;136;;1;;;;1;;;1;;1
RN_GSD_Eng_Queue;2026-02-24T15:30:00.000+01:00;2026-02-24T16:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;141;;;23;;24;;2;;;;2;4;;2;;2
RN_GSD_Eng_Queue;2026-02-24T16:00:00.000+01:00;2026-02-24T16:30:00.000+01:00;;;;;;;;;;;;;;;61;;;15;;16;;;;;;;4;;;;
RN_GSD_Eng_Queue;2026-02-24T17:00:00.000+01:00;2026-02-24T17:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;7;;;7;;8;;1;;;;1;;;1;;1
RN_Importeurs;2026-02-23T07:30:00.000+01:00;2026-02-23T08:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;208;;;208;;211;;2;;;;1;;;1;;1
RN_Importeurs;2026-02-23T10:00:00.000+01:00;2026-02-23T10:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;209;;;209;152;363;;1;;;;1;;1;1;;1
RN_Importeurs;2026-02-23T11:00:00.000+01:00;2026-02-23T11:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;631;;;631;;632;;1;;;;1;;;1;;1
RN_Importeurs;2026-02-23T12:00:00.000+01:00;2026-02-23T12:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;184;;;184;50;236;;3;;;;1;;1;1;;1
RN_Importeurs;2026-02-23T12:30:00.000+01:00;2026-02-23T13:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;713;;;713;;714;;1;;;;1;;;1;;1
RN_Importeurs;2026-02-23T13:00:00.000+01:00;2026-02-23T13:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;870;;;870;;871;;1;;;;1;;;1;;1
RN_Importeurs;2026-02-23T14:00:00.000+01:00;2026-02-23T14:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;753;;;376;507;884;;2;;;;2;;2;2;;2
RN_Importeurs;2026-02-23T14:30:00.000+01:00;2026-02-23T15:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;272;;;272;163;437;;1;;;;1;;1;1;;1
RN_Importeurs;2026-02-23T15:00:00.000+01:00;2026-02-23T15:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;643;;;643;;644;;1;;;;1;;;1;;1
RN_Importeurs;2026-02-23T17:00:00.000+01:00;2026-02-23T17:30:00.000+01:00;;;;;;;;;;;;;0.00%;0.00%;;;;;;;215;;;;1;;;;1;;
RN_Importeurs;2026-02-23T17:30:00.000+01:00;2026-02-23T18:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;84;;;84;;87;;3;;;;1;;;1;;1
RN_Importeurs;2026-02-24T09:00:00.000+01:00;2026-02-24T09:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;739;;;739;270;1011;;2;;;;1;;1;1;;1
RN_Importeurs;2026-02-24T10:00:00.000+01:00;2026-02-24T10:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1663;;;831;389;1221;;2;;;;2;;2;2;;2
RN_Importeurs;2026-02-24T10:30:00.000+01:00;2026-02-24T11:00:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;1084;;;361;109;399;;1;;;;3;;1;3;;3
RN_Importeurs;2026-02-24T11:00:00.000+01:00;2026-02-24T11:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;367;;;367;283;652;;2;;;;1;;1;1;;1
RN_Importeurs;2026-02-24T13:30:00.000+01:00;2026-02-24T14:00:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;1969;;;656;242;738;;1;;;;3;;1;3;;3
RN_Importeurs;2026-02-24T14:00:00.000+01:00;2026-02-24T14:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;31;;;31;4;36;;1;;;;1;;1;1;;1
RN_Importeurs;2026-02-24T15:30:00.000+01:00;2026-02-24T16:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;944;;;944;62;1008;;2;;;;1;;1;1;;1
RN_Importeurs;2026-02-24T17:30:00.000+01:00;2026-02-24T18:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;185;;;92;142;167;;2;;;;2;;1;2;;2
RN_Ligne_Rouge VIP;2026-02-23T08:00:00.000+01:00;2026-02-23T08:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;47;;;47;;48;;1;;;;1;;;1;;1
RN_Ligne_Rouge VIP;2026-02-23T09:00:00.000+01:00;2026-02-23T09:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;573;;;286;;287;;1;;;;2;;;2;;2
RN_Ligne_Rouge VIP;2026-02-23T09:30:00.000+01:00;2026-02-23T10:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;11;;;11;;12;;1;;;;1;;;1;;1
RN_Ligne_Rouge VIP;2026-02-23T10:00:00.000+01:00;2026-02-23T10:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;3;;;3;8;12;;2;;;;1;;1;1;;1
RN_Ligne_Rouge VIP;2026-02-23T11:30:00.000+01:00;2026-02-23T12:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;2;;;2;;3;;1;;;;1;;;1;;1
RN_Ligne_Rouge VIP;2026-02-23T12:00:00.000+01:00;2026-02-23T12:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;31;;;31;;32;;1;;;;1;;;1;;1
RN_Ligne_Rouge VIP;2026-02-23T13:00:00.000+01:00;2026-02-23T13:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;32;;;32;;33;;1;;;;1;;;1;;1
RN_Ligne_Rouge VIP;2026-02-23T14:00:00.000+01:00;2026-02-23T14:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;279;;;279;26;306;;3;;;;1;;1;1;;1
RN_Ligne_Rouge VIP;2026-02-23T14:30:00.000+01:00;2026-02-23T15:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;39;;;39;;40;;1;;;;1;;;1;;1
RN_Ligne_Rouge VIP;2026-02-23T16:00:00.000+01:00;2026-02-23T16:30:00.000+01:00;;;;;;;;;;;;;0.00%;0.00%;39;;;39;43;83;;181;;;;1;;1;1;;
RN_Ligne_Rouge VIP;2026-02-23T16:30:00.000+01:00;2026-02-23T17:00:00.000+01:00;;;;;;;;;;;;1;0.00%;100.00%;268;;;268;;271;;119;;;;1;;;1;;
RN_Ligne_Rouge VIP;2026-02-24T09:00:00.000+01:00;2026-02-24T09:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;68;;;68;;69;;1;;;;1;;;1;;1
RN_Ligne_Rouge VIP;2026-02-24T10:00:00.000+01:00;2026-02-24T10:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;522;;;522;;523;;1;;;;1;;;1;;1
RN_Ligne_Rouge VIP;2026-02-24T14:00:00.000+01:00;2026-02-24T14:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;28;;;28;;29;;1;;;;1;;;1;;1
RN_Spain_Normal_Queue;2026-02-23T07:00:00.000+01:00;2026-02-23T07:30:00.000+01:00;;;;;;;5;5;5;5;5;5;100.00%;100.00%;1960;;;392;152;584;;2;;;;5;;1;5;;5
RN_Spain_Normal_Queue;2026-02-23T07:30:00.000+01:00;2026-02-23T08:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1087;;;362;260;450;;2;;;;2;1;1;2;;2
RN_Spain_Normal_Queue;2026-02-23T08:30:00.000+01:00;2026-02-23T09:00:00.000+01:00;;;;;;;3;4;4;4;4;4;100.00%;100.00%;1744;;;436;222;548;;7;;;;4;;2;4;;4
RN_Spain_Normal_Queue;2026-02-23T09:00:00.000+01:00;2026-02-23T09:30:00.000+01:00;;;;;;;4;5;5;5;5;7;71.43%;100.00%;2733;;;390;185;497;;36;;;;7;;4;7;;5
RN_Spain_Normal_Queue;2026-02-23T09:30:00.000+01:00;2026-02-23T10:00:00.000+01:00;;;;;;;7;7;7;7;7;7;100.00%;100.00%;3707;;;529;472;665;;1;;;;7;;2;7;;7
RN_Spain_Normal_Queue;2026-02-23T10:00:00.000+01:00;2026-02-23T10:30:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;1085;;;361;195;493;;1;;;;3;;2;3;;3
RN_Spain_Normal_Queue;2026-02-23T10:30:00.000+01:00;2026-02-23T11:00:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;1410;;;470;56;490;;1;;;;3;;1;3;;3
RN_Spain_Normal_Queue;2026-02-23T11:00:00.000+01:00;2026-02-23T11:30:00.000+01:00;;;;;;;8;8;8;8;8;8;100.00%;100.00%;3427;;;428;182;566;;1;;;;8;;6;8;;8
RN_Spain_Normal_Queue;2026-02-23T11:30:00.000+01:00;2026-02-23T12:00:00.000+01:00;;;;;;;7;7;7;7;7;7;100.00%;100.00%;5409;;;772;204;891;;2;;;;7;;4;7;;7
RN_Spain_Normal_Queue;2026-02-23T12:00:00.000+01:00;2026-02-23T12:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;822;;;822;126;950;;1;;;;1;;1;1;;1
RN_Spain_Normal_Queue;2026-02-23T12:30:00.000+01:00;2026-02-23T13:00:00.000+01:00;;;;;;;5;5;5;5;5;5;100.00%;100.00%;3085;;;617;234;712;;1;;;;5;;2;5;;5
RN_Spain_Normal_Queue;2026-02-23T13:00:00.000+01:00;2026-02-23T13:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;954;;;477;104;539;;1;;;;2;;1;2;;2
RN_Spain_Normal_Queue;2026-02-23T13:30:00.000+01:00;2026-02-23T14:00:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;858;;;286;124;369;;1;;;;3;;2;3;;3
RN_Spain_Normal_Queue;2026-02-23T14:00:00.000+01:00;2026-02-23T14:30:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;1756;;;585;;586;;1;;;;3;;;3;;3
RN_Spain_Normal_Queue;2026-02-23T14:30:00.000+01:00;2026-02-23T15:00:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;4961;;;1653;95;1730;;2;;;;3;;2;3;;3
RN_Spain_Normal_Queue;2026-02-23T15:00:00.000+01:00;2026-02-23T15:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;995;;;497;240;738;;2;;;;2;;2;2;;2
RN_Spain_Normal_Queue;2026-02-23T16:00:00.000+01:00;2026-02-23T16:30:00.000+01:00;;;;;;1;2;2;2;2;2;2;66.67%;66.67%;892;;;446;;449;138;2;;;1;2;;;3;;2
RN_Spain_Normal_Queue;2026-02-23T16:30:00.000+01:00;2026-02-23T17:00:00.000+01:00;;;;;1;1;3;3;3;3;3;3;75.00%;100.00%;815;;;271;42;287;74;2;;;1;3;;1;4;;3
RN_Spain_Normal_Queue;2026-02-23T17:00:00.000+01:00;2026-02-23T17:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;582;;;582;;583;;17;;;;1;;;1;;1
RN_Spain_Normal_Queue;2026-02-23T17:30:00.000+01:00;2026-02-23T18:00:00.000+01:00;;;;;;;;;;;;;;;217;;;217;;219;;;;;;;1;;;;
RN_Spain_Normal_Queue;2026-02-24T06:30:00.000+01:00;2026-02-24T07:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1057;;;528;177;707;;2;;;;2;;2;2;;2
RN_Spain_Normal_Queue;2026-02-24T07:00:00.000+01:00;2026-02-24T07:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;196;;;196;;197;;2;;;;1;;;1;;1
RN_Spain_Normal_Queue;2026-02-24T07:30:00.000+01:00;2026-02-24T08:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;419;;;209;339;380;;2;;;;2;;1;2;;2
RN_Spain_Normal_Queue;2026-02-24T08:00:00.000+01:00;2026-02-24T08:30:00.000+01:00;;;;;;;4;4;4;4;4;4;100.00%;100.00%;1661;;;415;136;553;;2;;;;4;;4;4;;4
RN_Spain_Normal_Queue;2026-02-24T08:30:00.000+01:00;2026-02-24T09:00:00.000+01:00;1;1;1;1;1;1;2;2;2;2;2;2;100.00%;100.00%;1116;;;558;367;929;8;2;;;1;2;;2;3;1;2
RN_Spain_Normal_Queue;2026-02-24T09:00:00.000+01:00;2026-02-24T09:30:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;1599;;;533;;534;;2;;;;3;;;3;;3
RN_Spain_Normal_Queue;2026-02-24T09:30:00.000+01:00;2026-02-24T10:00:00.000+01:00;;;;;;;5;5;5;5;5;5;100.00%;100.00%;2562;;;512;152;576;;1;;;;5;;2;5;;5
RN_Spain_Normal_Queue;2026-02-24T10:00:00.000+01:00;2026-02-24T10:30:00.000+01:00;;;;;;;6;6;6;6;6;6;100.00%;100.00%;4361;;;726;201;937;;1;;;;6;;3;6;;6
RN_Spain_Normal_Queue;2026-02-24T10:30:00.000+01:00;2026-02-24T11:00:00.000+01:00;;;;;;;4;4;4;4;4;4;100.00%;100.00%;2193;;;548;130;588;;1;;;;4;;1;4;;4
RN_Spain_Normal_Queue;2026-02-24T11:00:00.000+01:00;2026-02-24T11:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1127;;;563;132;697;;2;;;;2;;2;2;;2
RN_Spain_Normal_Queue;2026-02-24T11:30:00.000+01:00;2026-02-24T12:00:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;814;;;271;63;324;;1;;;;3;;2;3;;3
RN_Spain_Normal_Queue;2026-02-24T12:00:00.000+01:00;2026-02-24T12:30:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;1817;;;605;238;845;;2;;;;3;;3;3;;3
RN_Spain_Normal_Queue;2026-02-24T12:30:00.000+01:00;2026-02-24T13:00:00.000+01:00;;;;;;;4;4;4;4;4;4;100.00%;100.00%;2805;;;701;284;844;;1;;;;4;;2;4;;4
RN_Spain_Normal_Queue;2026-02-24T13:00:00.000+01:00;2026-02-24T13:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1888;;;944;;948;;1;;;;2;;;2;;2
RN_Spain_Normal_Queue;2026-02-24T13:30:00.000+01:00;2026-02-24T14:00:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;3136;;;1045;214;1191;;1;;;;3;;2;3;;3
RN_Spain_Normal_Queue;2026-02-24T14:00:00.000+01:00;2026-02-24T14:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;510;;;510;124;636;;2;;;;1;;1;1;;1
RN_Spain_Normal_Queue;2026-02-24T14:30:00.000+01:00;2026-02-24T15:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;11;;;11;;12;;2;;;;1;;;1;;1
RN_Spain_Normal_Queue;2026-02-24T16:30:00.000+01:00;2026-02-24T17:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;550;;;550;;551;;8;;;;1;;;1;;1
RN_Spain_Normal_Queue;2026-02-24T17:00:00.000+01:00;2026-02-24T17:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;510;;;510;;513;;3;;;;1;;;1;;1
RN_Spain_Normal_Queue;2026-02-24T18:00:00.000+01:00;2026-02-24T18:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;176;;;176;;179;;2;;;;1;;;1;;1
RN_Spain_VIP_Queue;2026-02-23T10:30:00.000+01:00;2026-02-23T11:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;424;;;424;250;676;;1;;;;1;;1;1;;1
RN_Spain_VIP_Queue;2026-02-23T17:00:00.000+01:00;2026-02-23T17:30:00.000+01:00;;;;;;;;;;;;;0.00%;0.00%;203;;;203;;208;;256;;;;1;;;1;;
Renault UK Dealers;2026-02-23T10:00:00.000+01:00;2026-02-23T10:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;0;;;0;;1;;2;;;;1;;;1;;1
Renault UK Dealers;2026-02-23T10:30:00.000+01:00;2026-02-23T11:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;328;;;328;;329;;1;;;;1;;;1;;1
Renault UK Dealers;2026-02-23T11:30:00.000+01:00;2026-02-23T12:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;271;;;271;;272;;2;;;;1;;;1;;1
Renault UK Dealers;2026-02-23T12:00:00.000+01:00;2026-02-23T12:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;157;;;157;;158;;2;;;;1;;;1;;1
Renault UK Dealers;2026-02-24T09:00:00.000+01:00;2026-02-24T09:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;261;;;261;;262;;1;;;;1;;;1;;1
Renault UK Dealers;2026-02-24T13:00:00.000+01:00;2026-02-24T13:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;185;;;185;;186;;1;;;;1;;;1;;1
Renault UK Dealers;2026-02-24T15:00:00.000+01:00;2026-02-24T15:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;106;;;106;;107;;1;;;;1;;;1;;1
Renault UK Dealers;2026-02-24T15:30:00.000+01:00;2026-02-24T16:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1;;;1;;2;;1;;;;1;;;1;;1
Renault UK;2026-02-23T08:00:00.000+01:00;2026-02-23T08:30:00.000+01:00;;;;;;;;;;;;;;;377;;;377;;378;;;;;;;1;;;;
Renault UK;2026-02-23T10:00:00.000+01:00;2026-02-23T10:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;4;;;4;;5;;1;;;;1;;;1;;1
Renault UK;2026-02-23T11:30:00.000+01:00;2026-02-23T12:00:00.000+01:00;;;;;;;;;;;;;;;97;;;97;;98;;;;;;;1;;;;
Renault UK;2026-02-24T10:00:00.000+01:00;2026-02-24T10:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;237;;;237;;238;;1;;;;1;;;1;;1
Renault UK;2026-02-24T10:30:00.000+01:00;2026-02-24T11:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;400;;;400;;401;;1;;;;1;;;1;;1
Renault UK;2026-02-24T12:30:00.000+01:00;2026-02-24T13:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;564;;;564;;565;;3;;;;1;;;1;;1
Renault UK;2026-02-24T15:30:00.000+01:00;2026-02-24T16:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;0;;;0;;1;;1;;;;1;;;1;;1
Renault_Catalogue_Opt7_Q;2026-02-23T08:30:00.000+01:00;2026-02-23T09:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1283;;;1283;;1284;;2;;;;1;;;1;;1
Renault_Catalogue_Opt7_Q;2026-02-23T09:30:00.000+01:00;2026-02-23T10:00:00.000+01:00;;;;;;;4;4;4;4;4;4;100.00%;100.00%;1290;;;322;188;465;;2;;;;4;;3;4;;4
Renault_Catalogue_Opt7_Q;2026-02-23T13:30:00.000+01:00;2026-02-23T14:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;994;;;497;165;581;;1;;;;2;;1;2;;2
Renault_Catalogue_Opt7_Q;2026-02-23T14:30:00.000+01:00;2026-02-23T15:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;607;;;607;;608;;1;;;;1;;;1;;1
Renault_Catalogue_Opt7_Q;2026-02-23T15:30:00.000+01:00;2026-02-23T16:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1462;;;1462;;1463;;1;;;;1;;;1;;1
Renault_Catalogue_Opt7_Q;2026-02-23T16:00:00.000+01:00;2026-02-23T16:30:00.000+01:00;;;;;;;;;;;;;0.00%;0.00%;9;;;9;;10;;366;;;;1;;;1;;
Renault_Catalogue_Opt7_Q;2026-02-23T16:30:00.000+01:00;2026-02-23T17:00:00.000+01:00;;;;;;;1;1;2;2;2;2;100.00%;100.00%;370;;;185;223;298;;18;;;;2;;1;2;;2
Renault_Catalogue_Opt7_Q;2026-02-24T09:00:00.000+01:00;2026-02-24T09:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;71;;;71;;72;;2;;;;1;;;1;;1
Renault_Catalogue_Opt7_Q;2026-02-24T10:30:00.000+01:00;2026-02-24T11:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;298;;;298;;299;;2;;;;1;;;1;;1
Renault_Catalogue_Opt7_Q;2026-02-24T11:00:00.000+01:00;2026-02-24T11:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;419;;;419;;420;;2;;;;1;;;1;;1
Renault_Catalogue_Opt7_Q;2026-02-24T13:00:00.000+01:00;2026-02-24T13:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;122;;;122;;123;;2;;;;1;;;1;;1
Renault_Catalogue_Opt7_Q;2026-02-24T14:00:00.000+01:00;2026-02-24T14:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1521;;;1521;;1522;;1;;;;1;;;1;;1
Renault_Catalogue_Opt7_Q;2026-02-24T14:30:00.000+01:00;2026-02-24T15:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;334;;;334;;335;;2;;;;1;;;1;;1
Renault_Catalogue_Opt7_Q;2026-02-24T15:00:00.000+01:00;2026-02-24T15:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1101;;;550;;551;;1;;;;2;;;2;;2
Renault_bureautique_Opt5_Q;2026-02-23T03:00:00.000+01:00;2026-02-23T03:30:00.000+01:00;;;;;;;;;;;;;0.00%;0.00%;311;;;311;;314;;381;;;;1;;;1;;
